"","SID","Age","Sex","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","CP_subset","Numerosity"
"206","112119-SK",4.59137577,"F","AMB","AMB","English",0,"","0","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"207","112119-SK",4.59137577,"F","AMB","AMB","English",0,"","0","A","SHARING","Set-matching","2",4,"4","1","0","","Subset","Small"
"208","112119-SK",4.59137577,"F","AMB","AMB","English",0,"","0","A","SHARING","Set-matching","3",10,"6","0","0","","Subset","Large"
"209","112119-SK",4.59137577,"F","AMB","AMB","English",0,"","0","A","SHARING","Set-matching","4",6,"8","0","0","","Subset","Large"
"210","112119-SK",4.59137577,"F","AMB","AMB","English",0,"","0","A","SHARING","Set-matching","5",8,"10","0","0","","Subset","Large"
"211","112119-ZM",3.3045859,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"12","0","0","","CP","Small"
"212","112119-ZM",3.3045859,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"11","0","0","","CP","Small"
"213","112119-ZM",3.3045859,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"15","0","0","","CP","Large"
"214","112119-ZM",3.3045859,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"215","112119-ZM",3.3045859,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"17","0","0","","CP","Large"
"216","112119-RM",4.254620123,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"217","112119-RM",4.254620123,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"218","112119-RM",4.254620123,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"15","0","0","","CP","Large"
"219","112119-RM",4.254620123,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"14","0","0","","CP","Large"
"220","112119-RM",4.254620123,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"11","0","0","","CP","Large"
"221","112619-NM",4.353182752,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"8","0","0","","CP","Small"
"222","112619-NM",4.353182752,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"223","112619-NM",4.353182752,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"12","0","0","","CP","Large"
"224","112619-NM",4.353182752,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"9","0","0","","CP","Large"
"225","112619-NM",4.353182752,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"13","0","0","","CP","Large"
"226","112619-NiM",4.216290212,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"227","112619-NiM",4.216290212,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"228","112619-NiM",4.216290212,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"9","0","0","","CP","Large"
"229","112619-NiM",4.216290212,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"230","112619-NiM",4.216290212,"F","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"231","112619-LG",4.169746749,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"232","112619-LG",4.169746749,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"233","112619-LG",4.169746749,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","3",10,"8","0","0","","CP","Large"
"234","112619-LG",4.169746749,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","4",6,"5","0","0","","CP","Large"
"235","112619-LG",4.169746749,"M","AMB","AMB","English",0,"","CP","A","SHARING","Set-matching","5",8,"5","0","0","","CP","Large"
"236","112619-AS",4.057494867,"F","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"237","112619-AS",4.057494867,"F","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","2",4,"4","1","0","","Subset","Small"
"238","112619-AS",4.057494867,"F","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","3",10,"11","0","0","","Subset","Large"
"239","112619-AS",4.057494867,"F","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"240","112619-AS",4.057494867,"F","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","5",8,"13","0","0","","Subset","Large"
"241","121519-GG",3.854893908,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"242","121519-GG",3.854893908,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","2",4,"3","0","0","","CP","Small"
"243","121519-GG",3.854893908,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","3",10,"6","0","0","","CP","Large"
"244","121519-GG",3.854893908,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","4",6,"5","0","0","","CP","Large"
"245","121519-GG",3.854893908,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","5",8,"7","0","0","","CP","Large"
"246","11220-I",4.249144422,"F","OM","OM","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"247","11220-I",4.249144422,"F","OM","OM","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"248","11220-I",4.249144422,"F","OM","OM","English",0,"","CP","B","SHARING","Set-matching","3",8,"8","1","0","","CP","Large"
"249","11220-I",4.249144422,"F","OM","OM","English",0,"","CP","B","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"250","11220-I",4.249144422,"F","OM","OM","English",0,"","CP","B","SHARING","Set-matching","5",10,"10","1","0","","CP","Large"
"251","11220-B (no video)",4.944558522,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"252","11220-B (no video)",4.944558522,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"253","11220-B (no video)",4.944558522,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"10","1","0","","CP","Large"
"254","11220-B (no video)",4.944558522,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"255","11220-B (no video)",4.944558522,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"256","11920-NP",3.071868583,"F","LAK","LAK","English",0,"","2","A","SHARING","Set-matching","1",3,"2","0","0","","Subset","Small"
"257","11920-NP",3.071868583,"F","LAK","LAK","English",0,"","2","A","SHARING","Set-matching","2",4,"2","0","0","","Subset","Small"
"258","11920-NP",3.071868583,"F","LAK","LAK","English",0,"","2","A","SHARING","Set-matching","3",10,"9","0","0","","Subset","Large"
"259","11920-NP",3.071868583,"F","LAK","LAK","English",0,"","2","A","SHARING","Set-matching","4",6,"2","0","0","","Subset","Large"
"260","11920-NP",3.071868583,"F","LAK","LAK","English",0,"","2","A","SHARING","Set-matching","5",8,"9","0","0","","Subset","Large"
"261","11920-G",3.296372348,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"262","11920-G",3.296372348,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"263","11920-G",3.296372348,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","3",8,"7","0","0","","CP","Large"
"264","11920-G",3.296372348,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","4",6,"10","0","0","","CP","Large"
"265","11920-G",3.296372348,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","5",10,"10","1","0","","CP","Large"
"266","11920-R",4.692676249,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"267","11920-R",4.692676249,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"5","0","0","","CP","Small"
"268","11920-R",4.692676249,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"11","0","0","","CP","Large"
"269","11920-R",4.692676249,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"270","11920-R",4.692676249,"M","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"271","12620-Z",4.531143053,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"272","12620-Z",4.531143053,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"273","12620-Z",4.531143053,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"12","0","0","","CP","Large"
"274","12620-Z",4.531143053,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"275","12620-Z",4.531143053,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"276","12620-J",3.953456537,"M","OM","OM","English",0,"","5","B","SHARING","Set-matching","1",4,"4","1","0","","Subset","Small"
"277","12620-J",3.953456537,"M","OM","OM","English",0,"","5","B","SHARING","Set-matching","2",3,"13","0","0","","Subset","Small"
"278","12620-J",3.953456537,"M","OM","OM","English",0,"","5","B","SHARING","Set-matching","3",8,"13","0","0","","Subset","Large"
"279","12620-J",3.953456537,"M","OM","OM","English",0,"","5","B","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"280","12620-J",3.953456537,"M","OM","OM","English",0,"","5","B","SHARING","Set-matching","5",10,"13","0","0","","Subset","Large"
"281","12620-H",4.41615332,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"282","12620-H",4.41615332,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"283","12620-H",4.41615332,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"13","0","0","","CP","Large"
"284","12620-H",4.41615332,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"285","12620-H",4.41615332,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"13","0","0","","CP","Large"
"286","12620-H2",3.989048597,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"287","12620-H2",3.989048597,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"2","0","0","","CP","Small"
"288","12620-H2",3.989048597,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"13","0","0","","CP","Large"
"289","12620-H2",3.989048597,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"5","0","0","","CP","Large"
"290","12620-H2",3.989048597,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"291","12620-L",4.076659822,"F","OM","OM","English",0,"","4","B","SHARING","Set-matching","1",4,"4","1","0","","Subset","Small"
"292","12620-L",4.076659822,"F","OM","OM","English",0,"","4","B","SHARING","Set-matching","2",3,"5","0","0","","Subset","Small"
"293","12620-L",4.076659822,"F","OM","OM","English",0,"","4","B","SHARING","Set-matching","3",8,"13","0","0","","Subset","Large"
"294","12620-L",4.076659822,"F","OM","OM","English",0,"","4","B","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"295","12620-L",4.076659822,"F","OM","OM","English",0,"","4","B","SHARING","Set-matching","5",10,"11","0","0","","Subset","Large"
"296","2220-A",3.832991102,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"297","2220-A",3.832991102,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"298","2220-A",3.832991102,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"9","0","0","","CP","Large"
"299","2220-A",3.832991102,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"5","0","0","","CP","Large"
"300","2220-A",3.832991102,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"301","2220-I",4.928131417,"M","OM","OM","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"302","2220-I",4.928131417,"M","OM","OM","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"303","2220-I",4.928131417,"M","OM","OM","English",0,"","CP","B","SHARING","Set-matching","3",8,"7","0","0","","CP","Large"
"304","2220-I",4.928131417,"M","OM","OM","English",0,"","CP","B","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"305","2220-I",4.928131417,"M","OM","OM","English",0,"","CP","B","SHARING","Set-matching","5",10,"11","0","0","","CP","Large"
"306","2220-P",3.214236824,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"307","2220-P",3.214236824,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","2",4,"2","0","0","","CP","Small"
"308","2220-P",3.214236824,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","3",10,"13","0","0","","CP","Large"
"309","2220-P",3.214236824,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","4",6,"13","0","0","","CP","Large"
"310","2220-P",3.214236824,"F","OM","OM","English",0,"","CP","A","SHARING","Set-matching","5",8,"9","0","0","","CP","Large"
"311","020520-JB",3.61670089,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","1",4,"8","0","0","","Subset","Small"
"312","020520-JB",3.61670089,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","2",3,"11","0","0","","Subset","Small"
"313","020520-JB",3.61670089,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","3",8,"15","0","0","","Subset","Large"
"314","020520-JB",3.61670089,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","4",6,"9","0","0","","Subset","Large"
"315","020520-JB",3.61670089,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","5",10,"15","0","0","","Subset","Large"
"316","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"317","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","2",4,"5","0","0","","Subset","Small"
"318","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","3",10,"12","0","0","","Subset","Large"
"319","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"320","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","5",8,"15","0","0","","Subset","Large"
"321","020520-EM",3.704312115,"M","EL","EL","English",0,"","0","B","SHARING","Set-matching","1",4,"4","1","0","","Subset","Small"
"322","020520-EM",3.704312115,"M","EL","EL","English",0,"","0","B","SHARING","Set-matching","2",3,"3","1","0","","Subset","Small"
"323","020520-EM",3.704312115,"M","EL","EL","English",0,"","0","B","SHARING","Set-matching","3",8,"5","0","0","","Subset","Large"
"324","020520-EM",3.704312115,"M","EL","EL","English",0,"","0","B","SHARING","Set-matching","4",6,"6","1","0","","Subset","Large"
"325","020520-EM",3.704312115,"M","EL","EL","English",0,"","0","B","SHARING","Set-matching","5",10,"6","0","0","","Subset","Large"
"326","020520-DE",3.808350445,"M","EL","EL","English",0,"","3","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"327","020520-DE",3.808350445,"M","EL","EL","English",0,"","3","A","SHARING","Set-matching","2",4,"4","1","0","","Subset","Small"
"328","020520-DE",3.808350445,"M","EL","EL","English",0,"","3","A","SHARING","Set-matching","3",10,"10","1","0","","Subset","Large"
"329","020520-DE",3.808350445,"M","EL","EL","English",0,"","3","A","SHARING","Set-matching","4",6,"7","0","0","","Subset","Large"
"330","020520-DE",3.808350445,"M","EL","EL","English",0,"","3","A","SHARING","Set-matching","5",8,"8","1","0","","Subset","Large"
"331","020520-EMH",4.030116359,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","1",4,"5","0","0","","Subset","Small"
"332","020520-EMH",4.030116359,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","2",3,"3","1","0","","Subset","Small"
"333","020520-EMH",4.030116359,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","3",8,"4","0","0","","Subset","Large"
"334","020520-EMH",4.030116359,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","4",6,"5","0","0","","Subset","Large"
"335","020520-EMH",4.030116359,"F","EL","EL","English",0,"","1","B","SHARING","Set-matching","5",10,"9","0","0","","Subset","Large"
"336","020520-JB2",3.195071869,"M","EL","EL","English",0,"","3","B","SHARING","Set-matching","1",4,"6","0","0","","Subset","Small"
"337","020520-JB2",3.195071869,"M","EL","EL","English",0,"","3","B","SHARING","Set-matching","2",3,"3","1","0","","Subset","Small"
"338","020520-JB2",3.195071869,"M","EL","EL","English",0,"","3","B","SHARING","Set-matching","3",8,"13","0","0","","Subset","Large"
"339","020520-JB2",3.195071869,"M","EL","EL","English",0,"","3","B","SHARING","Set-matching","4",6,"8","0","0","","Subset","Large"
"340","020520-JB2",3.195071869,"M","EL","EL","English",0,"","3","B","SHARING","Set-matching","5",10,"13","0","0","","Subset","Large"
"341","020520-DL",3.956194387,"M","EL","EL","English",0,"","1","A","SHARING","Set-matching","1",3,"8","0","0","","Subset","Small"
"342","020520-DL",3.956194387,"M","EL","EL","English",0,"","1","A","SHARING","Set-matching","2",4,"8","0","0","","Subset","Small"
"343","020520-DL",3.956194387,"M","EL","EL","English",0,"","1","A","SHARING","Set-matching","3",10,"8","0","0","","Subset","Large"
"344","020520-DL",3.956194387,"M","EL","EL","English",0,"","1","A","SHARING","Set-matching","4",6,"8","0","0","","Subset","Large"
"345","020520-DL",3.956194387,"M","EL","EL","English",0,"","1","A","SHARING","Set-matching","5",8,"15","0","0","","Subset","Large"
"346","020520-JZ",3.865845311,"F","EL","EL","English",0,"","1","A","SHARING","Set-matching","1",3,"4","0","0","","Subset","Small"
"347","020520-JZ",3.865845311,"F","EL","EL","English",0,"","1","A","SHARING","Set-matching","2",4,"5","0","0","","Subset","Small"
"348","020520-JZ",3.865845311,"F","EL","EL","English",0,"","1","A","SHARING","Set-matching","3",10,"8","0","0","","Subset","Large"
"349","020520-JZ",3.865845311,"F","EL","EL","English",0,"","1","A","SHARING","Set-matching","4",6,"9","0","0","","Subset","Large"
"350","020520-JZ",3.865845311,"F","EL","EL","English",0,"","1","A","SHARING","Set-matching","5",8,"8","1","0","","Subset","Large"
"351","020520-SJ",3.978097194,"F","EL","EL","English",0,"","0","B","SHARING","Set-matching","1",4,"5","0","0","","Subset","Small"
"352","020520-SJ",3.978097194,"F","EL","EL","English",0,"","0","B","SHARING","Set-matching","2",3,"4","0","0","","Subset","Small"
"353","020520-SJ",3.978097194,"F","EL","EL","English",0,"","0","B","SHARING","Set-matching","3",8,"8","1","0","","Subset","Large"
"354","020520-SJ",3.978097194,"F","EL","EL","English",0,"","0","B","SHARING","Set-matching","4",6,"9","0","0","","Subset","Large"
"355","020520-SJ",3.978097194,"F","EL","EL","English",0,"","0","B","SHARING","Set-matching","5",10,"10","1","0","","Subset","Large"
"356","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"357","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","2",4,"5","0","0","","Subset","Small"
"358","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","3",10,"12","0","0","","Subset","Large"
"359","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"360","020520-AM",3.712525667,"F","EL","EL","English",0,"","0","A","SHARING","Set-matching","5",8,"15","0","0","","Subset","Large"
"361","020520-EC",4.717316906,"F","EL","EL","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"362","020520-EC",4.717316906,"F","EL","EL","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"363","020520-EC",4.717316906,"F","EL","EL","English",0,"","CP","A","SHARING","Set-matching","3",10,"12","0","0","","CP","Large"
"364","020520-EC",4.717316906,"F","EL","EL","English",0,"","CP","A","SHARING","Set-matching","4",6,"7","0","0","","CP","Large"
"365","020520-EC",4.717316906,"F","EL","EL","English",0,"","CP","A","SHARING","Set-matching","5",8,"9","0","0","","CP","Large"
"366","020520-AS",5.002053388,"F","EL","EL","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"367","020520-AS",5.002053388,"F","EL","EL","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"368","020520-AS",5.002053388,"F","EL","EL","English",0,"","CP","B","SHARING","Set-matching","3",8,"9","0","0","","CP","Large"
"369","020520-AS",5.002053388,"F","EL","EL","English",0,"","CP","B","SHARING","Set-matching","4",6,"7","0","0","","CP","Large"
"370","020520-AS",5.002053388,"F","EL","EL","English",0,"","CP","B","SHARING","Set-matching","5",10,"8","0","0","","CP","Large"
"371","020720-Q",4.922655715,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"372","020720-Q",4.922655715,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","2",4,"5","0","0","","CP","Small"
"373","020720-Q",4.922655715,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","3",10,"8","0","0","","CP","Large"
"374","020720-Q",4.922655715,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","4",6,"5","0","0","","CP","Large"
"375","020720-Q",4.922655715,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","5",8,"5","0","0","","CP","Large"
"376","020720-J",4.328542094,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"377","020720-J",4.328542094,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"378","020720-J",4.328542094,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","3",8,"9","0","0","","CP","Large"
"379","020720-J",4.328542094,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"380","020720-J",4.328542094,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","5",10,"12","0","0","","CP","Large"
"381","020720-T",3.956194387,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"382","020720-T",3.956194387,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"383","020720-T",3.956194387,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","3",8,"8","1","0","","CP","Large"
"384","020720-T",3.956194387,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"385","020720-T",3.956194387,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","5",10,"9","0","0","","CP","Large"
"386","020720-T2",4.438056126,"M","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"387","020720-T2",4.438056126,"M","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"388","020720-T2",4.438056126,"M","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","3",10,"10","1","0","","CP","Large"
"389","020720-T2",4.438056126,"M","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"390","020720-T2",4.438056126,"M","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","5",8,"7","0","0","","CP","Large"
"391","020720-K",5.081451061,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","1",4,"4","1","0","","CP","Small"
"392","020720-K",5.081451061,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","2",3,"3","1","0","","CP","Small"
"393","020720-K",5.081451061,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","3",8,"10","0","0","","CP","Large"
"394","020720-K",5.081451061,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","4",6,"6","1","0","","CP","Large"
"395","020720-K",5.081451061,"M","LAK","LAK","English",0,"","CP","B","SHARING","Set-matching","5",10,"9","0","0","","CP","Large"
"396","020720-E",4.648870637,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","1",3,"3","1","0","","CP","Small"
"397","020720-E",4.648870637,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","2",4,"4","1","0","","CP","Small"
"398","020720-E",4.648870637,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","3",10,"9","0","0","","CP","Large"
"399","020720-E",4.648870637,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","4",6,"8","0","0","","CP","Large"
"400","020720-E",4.648870637,"F","LAK","LAK","English",0,"","CP","A","SHARING","Set-matching","5",8,"8","1","0","","CP","Large"
"401","020720-JO",4.065708419,"M","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","1",3,"6","0","0","","Subset","Small"
"402","020720-JO",4.065708419,"M","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","2",4,"9","0","0","","Subset","Small"
"403","020720-JO",4.065708419,"M","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","3",10,"15","0","0","","Subset","Large"
"404","020720-JO",4.065708419,"M","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","4",6,"15","0","0","","Subset","Large"
"405","020720-JO",4.065708419,"M","AMB","AMB","English",0,"","4","A","SHARING","Set-matching","5",8,"12","0","0","","Subset","Large"
"406","020720-AM",3.956194387,"F","AMB","AMB","English",0,"","2","A","SHARING","Set-matching","1",3,"1","0","0","","Subset","Small"
"407","020720-AM",3.956194387,"F","AMB","AMB","English",0,"","2","A","SHARING","Set-matching","2",4,"8","0","0","","Subset","Small"
"408","020720-AM",3.956194387,"F","AMB","AMB","English",0,"","2","A","SHARING","Set-matching","3",10,"14","0","0","","Subset","Large"
"409","020720-AM",3.956194387,"F","AMB","AMB","English",0,"","2","A","SHARING","Set-matching","4",6,"9","0","0","","Subset","Large"
"410","020720-AM",3.956194387,"F","AMB","AMB","English",0,"","2","A","SHARING","Set-matching","5",8,"12","0","0","","Subset","Large"
"411","020720-LM",4.065708419,"M","AMB","AMB","English",0,"","5","A","SHARING","Set-matching","1",3,"3","1","0","","Subset","Small"
"412","020720-LM",4.065708419,"M","AMB","AMB","English",0,"","5","A","SHARING","Set-matching","2",4,"4","1","0","","Subset","Small"
"413","020720-LM",4.065708419,"M","AMB","AMB","English",0,"","5","A","SHARING","Set-matching","3",10,"13","0","0","","Subset","Large"
"414","020720-LM",4.065708419,"M","AMB","AMB","English",0,"","5","A","SHARING","Set-matching","4",6,"13","0","0","","Subset","Large"
"415","020720-LM",4.065708419,"M","AMB","AMB","English",0,"","5","A","SHARING","Set-matching","5",8,"13","0","0","","Subset","Large"
"416","020720-TS",3.956194387,"F","AMB","AMB","English",0,"","3","A","SHARING","Set-matching","1",3,"4","0","0","","Subset","Small"
